data_format,name,evaluation,size,tag,browse,price,trade,trade_year,type,file_type,trade_mouth,time,trade_week
.xlsx,山东省二手车企业数据15805条,5,2.2MB,企业工商,29740,380.0元,0,0,数据包,文本,0,2018.02-2018.02,0
.xlsx,北京网络科技公司企业数据包10000条,5,1.9MB,企业工商,25809,280.0元,0,0,数据包,文本,0,2018.01-2018.01,0
.xlsx,上海市二手车企业数据2274条,5,329KB,企业工商,28375,50.0元,1,0,数据包,文本,0,2018.02-2018.02,0
xlsx,2016年国内企业融资信息,5,369KB,投融资,27096,500.0元,1,0,数据包,文本,0,2018.02-2018.02,0
.xlsx,四川和重庆二手车企业数据5475条,5,807KB,企业工商,28759,140.0元,0,0,数据包,文本,0,2018.02-2018.02,0
xlsx,1993-2010年国内企业融资信息,5,123KB,投融资,27237,500.0元,0,0,数据包,文本,0,2018.02-2018.02,0
.xlsx,贵州省二手车企业数据3910条,5,555KB,企业工商,24369,70.0元,0,0,数据包,文本,0,2018.02-2018.02,0
xlsx,2011-2013年国内企业融资信息,5,187KB,投融资,21400,500.0元,0,0,数据包,文本,0,2018.02-2018.02,0
PDF,从大数据集团企业法人治理,5,1.2MB,产业经济,28614,0元报告,12,0,数据报告,文本,0,2017.01-2018.01,0
PDF,大数据告诉你国资管理平台公司应如何运营,5,1.4MB,产业经济,29669,0元报告,13,0,数据报告,文本,0,2017.01-2018.01,0
.xlsx,广西省二手车企业数据6916条,5,978KB,企业工商,29232,120.0元,0,0,数据包,文本,0,2018.02-2018.02,0
PDF,从大数据看企业风险管理,5,1.4MB,产业经济,29234,0元报告,34,0,数据报告,图片,0,2017.01-2018.01,0
PDF,16大混改案例多视角探析本轮混改路径,5,1.5MB,产业经济,24489,0元报告,20,0,数据报告,文本,0,2017.01-2018.01,0
PDF,从大数据看兼并重组后品牌整合的四种策略,5,1.6MB,产业经济,20440,0元报告,13,0,数据报告,文本,0,2017.01-2018.01,0
PDF,多元化产业集团管控模式-责权篇,5,1.1MB,产业经济,25421,0元报告,14,0,数据报告,文本,0,2017.01-2018.01,0
.txt,中文对德语翻译平行语料10万条,5,5.4MB,智能客服,30981,4000.0元,0,0,数据包,文本,0,2018.01-2018.01,0
.txt,中文对法语翻译平行语料10万条,5,13.1MB,智能客服,26784,4000.0元,0,0,数据包,文本,0,2018.01-2018.01,0
PDF,从管理大数据看转型期城投企业的文化重构,5,1.2MB,产业经济,21155,0元报告,13,0,数据报告,文本,0,2017.01-2018.01,0
.txt,中文对西拔牙翻译平行语料10万条,5,11.7MB,智能客服,24720,4000.0元,0,0,数据包,文本,0,2018.01-2018.01,0
excel,1000轮对话-金融保险类,5,100KB,智能客服,28238,1000.0元,2,0,数据包,文本,0,2017.12-2018.01,0
.csv,中文对印度尼西亚翻译平行语料10万条,5,7.4MB,智能客服,21849,4000.0元,0,0,数据包,文本,0,2018.01-2018.01,0
jpg,中袖上衣商品图片,5,12.2MB,智能识别,20566,150.0元,0,0,数据包,图片,0,2017.10-2017.12,0
xlsx,全国图书馆位置数据,5,1.1MB,位置地图,24221,1290.0元,0,0,数据包,文本,0,2016.11-2017.11,0
.csv,中文对俄语翻译平行语料10万条,5,14.2MB,智能客服,24044,3000.0元,0,0,数据包,文本,0,2018.01-2018.01,0
PDF,2017年11月煤炭开采和洗选业行业报告,5,2.6MB,产业经济,25570,12900.0元,0,0,数据报告,文本,0,2017.11-2017.11,0
PDF,2017年 智泽华月度行业分析报告,5,824KB,产业经济,28178,2000.0元,0,0,数据报告,文本,0,2017.03-2017.07,0
.txt,中文对英文翻译平行语料10万条,5,20.6MB,智能客服,28346,2000.0元,0,0,数据包,文本,0,2018.01-2018.01,0
xlsx,全国篮球场馆位置数据,5,319KB,位置地图,30050,348.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,2015年国内企业融资信息,5,408KB,投融资,27067,500.0元,2,0,数据包,文本,0,2018.02-2018.02,0
xlsx,国内餐饮承包商名录,5,1.1MB,企业工商,30488,688.0元,0,0,数据包,文本,0,2018.02-2018.02,0
xlsx,金融类对话语料-2050轮,5,214KB,智能客服,25127,4100.0元,2,0,数据包,文本,0,2018.02-2018.02,0
shape,信阳市景点位置数据,5,43KB,位置地图,20895,36.0元,3,0,数据包,文本,0,2017.11-2017.12,0
PDF,四大关键词数说中国女性就业,5,1.5MB,产业经济,21298,0元报告,12,0,数据报告,图片,0,2017.03-2018.03,0
xlsx,16批次车辆生产企业及新车产品准入数据,5,32.9MB,商品信息,28367,200.0元,0,0,数据包,文本,0,2015.11-2017.03,0
xlsx,全国光大银行位置数据,5,161KB,位置地图,21993,155.0元,0,0,数据包,文本,0,2016.10-2017.11,0
.xlsx,金融类对话语料-1360轮-第5批,5,184KB,智能客服,24175,2720.0元,2,0,数据包,文本,0,2018.04-2018.04,0
.xlsx,金融类对话语料-2000轮,5,230KB,智能客服,30082,4000.0元,1,0,数据包,文本,0,2018.03-2018.03,0
.xlsx,金融类对话语料-2500轮-第4批,5,226KB,智能客服,22961,5000.0元,2,0,数据包,文本,0,2018.03-2018.04,0
PDF,钢铁集团转型升级趋势洞察,5,1.5MB,产业经济,26433,0元报告,16,0,数据报告,图片,0,2017.04-2018.04,0
PDF,三大关键词数说中国汽车行业发展,5,1.1MB,产业经济,22229,0元报告,31,0,数据报告,文本,0,2017.04-2018.04,0
PDF,大数据推动金融风控升级,5,971KB,风控,21815,0元报告,136,0,数据报告,文本,0,2017.04-2018.04,0
PDF,管理大数据“数”说两会——煤炭,5,1.2MB,产业经济,23377,0元报告,10,0,数据报告,文本,0,2014.03-2018.03,0
pdf,普通服务类广告监测,5,735KB,市场调研,22965,2.0元,0,0,数据报告,文本,0,-,0
pdf,法律服务广告监测,5,796KB,市场调研,21711,2.0元,0,0,数据报告,文本,0,-,0
pdf,婚介婚庆服务广告监测,5,792KB,市场调研,25264,2.0元,0,0,数据报告,文本,0,-,0
JPG,2015年全国农作物播种面积分布图,5,6.9MB,位置地图,20922,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
pdf,旅游服务广告监测,5,802KB,市场调研,27383,2.0元,0,0,数据报告,文本,0,-,0
jpg,中国降水径流区分布图,5,3.2MB,位置地图,21239,600.0元,0,0,数据包,图片,0,2017.11-2017.12,0
jpg,中国一级流域分区图,5,2.3MB,位置地图,22892,600.0元,0,0,数据包,图片,0,2017.11-2017.11,0
shape,西安市建筑物区域矢量数据,5,1.2MB,位置地图,27153,0.01元,0,0,数据包,文本,0,2017.11-2017.12,0
jpg,中国世界遗产分布图,5,5.2MB,位置地图,20669,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
pdf,出入境中介广告监测,5,798KB,市场调研,29273,2.0元,0,0,数据报告,文本,0,-,0
pdf,摄影服务广告监测,5,800KB,市场调研,23008,2.0元,0,0,数据报告,文本,0,-,0
pdf,房产中介服务广告监测,5,796KB,市场调研,21063,2.0元,0,0,数据报告,文本,0,-,0
pdf,运输服务广告监测,5,806KB,市场调研,28015,2.0元,0,0,数据报告,文本,0,-,0
pdf,修理和维护广告监测,5,803KB,市场调研,28538,2.0元,0,0,数据报告,文本,0,-,0
pdf,销售服务广告监测,5,803KB,市场调研,26616,2.0元,0,0,数据报告,文本,0,-,0
pdf,票务服务广告监测,5,804KB,市场调研,28579,2.0元,0,0,数据报告,文本,0,-,0
pdf,休闲娱乐服务广告监测,5,805KB,市场调研,24977,2.0元,0,0,数据报告,文本,0,-,0
pdf,企业登记代理广告监测,5,803KB,市场调研,21262,2.0元,0,0,数据报告,文本,0,-,0
pdf,美容美发美体广告监测,5,842KB,市场调研,25039,2.0元,1,0,数据报告,文本,0,-,0
pdf,招商广告监测,5,736KB,市场调研,23532,2.0元,0,0,数据报告,文本,0,-,0
pdf,信息服务类广告监测,5,726KB,市场调研,25492,2.0元,0,0,数据报告,文本,0,-,0
pdf,邮政快递服务广告监测,5,799KB,市场调研,21706,2.0元,0,0,数据报告,文本,0,-,0
pdf,职业中介广告监测,5,742KB,市场调研,22028,2.0元,0,0,数据报告,文本,0,-,0
pdf,加工揽承广告监测,5,737KB,市场调研,30015,2.0元,0,0,数据报告,文本,0,-,0
pdf,咨询服务广告监测,5,763KB,市场调研,28716,2.0元,0,0,数据报告,文本,0,-,0
pdf,装饰装潢服务广告监测,5,761KB,市场调研,27869,2.0元,0,0,数据报告,文本,0,-,0
pdf,商业招商投资广告监测,5,746KB,市场调研,25445,2.0元,0,0,数据报告,文本,0,-,0
pdf,声讯服务广告监测,5,687KB,市场调研,30184,2.0元,0,0,数据报告,文本,0,-,0
JPG,2014年全国草原受灾面积分布图,5,6.6MB,自然灾害,20836,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
pdf,普通电话服务广告监测,5,732KB,市场调研,25008,2.0元,0,0,数据报告,文本,0,-,0
pdf,宣传类广告监测,5,745KB,市场调研,25815,2.0元,0,0,数据报告,文本,0,-,0
JPG,全国畜牧区划图,5,6.1MB,位置地图,30105,200.0元,0,0,数据包,文本,0,2016.10-2017.11,0
JPG,全国农牧产品分布图,5,9.0MB,位置地图,26299,200.0元,0,0,数据包,文本,0,2016.10-2017.11,0
JPG,全国棉花种植区域分布图,5,6.5MB,位置地图,26601,200.0元,0,0,数据包,文本,0,2016.10-2017.10,0
JPG,中国国际性重要湿地分布图,5,8.2MB,位置地图,22895,200.0元,0,0,数据包,图片,0,2017.10-2017.10,0
JPG,2015年全国地质灾害人员及经济损失情况,5,6.3MB,自然灾害,28897,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国城市废气污染物排放量分布图,5,5.3MB,环境质量,21018,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国各地区用水量分布图,5,8.4MB,位置地图,28605,200.0元,1,0,数据包,图片,0,2016.10-2016.10,0
shp,甘肃省省市县三级行政区划界线,5,1.5MB,位置地图,22047,1740.0元,0,0,数据包,文本,0,2015.01-2016.12,0
JPG,2015年全国生活垃圾处理利用情况分布图,5,5.3MB,环境质量,30651,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国突发环境事件分布图,5,6.6MB,环境质量,21142,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
shp,青海省省市县三级行政区划界线,5,1.3MB,位置地图,26111,920.0元,0,0,数据包,文本,0,2015.01-2016.12,0
JPG,中国第二次湿地调查情况图,5,6.5MB,位置地图,21322,200.0元,0,0,数据包,图片,0,2017.10-2017.10,0
JPG,2015年全国地质灾害情况分布图,5,5.8MB,自然灾害,21468,200.0元,0,0,数据包,图片,0,2016.10-2017.10,0
JPG,2015年中国按产业分级法人单位数分布图,5,6.8MB,位置地图,21594,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国林业投资完成情况分布图,5,7.2MB,位置地图,28980,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年中国内资企业类型分布图,5,6.5MB,位置地图,24759,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国受灾人口及经济损失情况分布,5,7.2MB,位置地图,27553,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国林业本年投资资金来源分布图,5,7.1MB,位置地图,21424,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国自然灾害农作物绝收面积情况,5,6.6MB,位置地图,22765,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
pdf,2018年3月新能源车销量分析报告,5,4.1MB,市场调研,21734,499.0元,0,0,数据报告,文本,0,2018.03-2018.03,0
pdf,2018年3月SUV市场销量分析报告,5,3.7MB,市场调研,24860,999.0元,0,0,数据报告,文本,0,2018.03-2018.03,0
JPG,2015年全国能源矿产资源分布图,5,4.8MB,位置地图,29474,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
tif,全国1-6级河流分布图,5,1.0MB,位置地图,27208,600.0元,0,0,数据包,图片,0,2017.11-2017.12,0
JPG,2015年全国主要行业法人单位数分布图,5,8.0MB,位置地图,22042,200.0元,0,0,数据包,文本,0,2016.10-2016.10,0
JPG,2015年全国黑色金属矿产资源分布图,5,5.4MB,位置地图,23916,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
pdf,2018年3月轿车市场销售分析报告,5,3.7MB,市场调研,27660,499.0元,0,0,数据报告,文本,0,2018.03-2018.03,0
jpg,中国乡镇密度分布图,5,15.5MB,位置地图,29129,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国最美景点分布图,5,9.5MB,位置地图,22796,600.0元,0,0,数据包,图片,0,2017.10-2017.11,0
pdf,2018年3月乘用车整体市场销量分析报告,5,3.0MB,市场调研,21117,999.0元,0,0,数据报告,文本,0,2018.03-2018.03,0
jpg,中国电影院分布图,5,6.1MB,位置地图,26439,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国游客旅游目的地分布图,5,4.9MB,位置地图,28881,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国健身中心分布图,5,7.4MB,位置地图,24130,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国电信营业厅分布图,5,11.7MB,位置地图,25233,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
shp,黑龙江省自然保护区矢量数据,5,1.3MB,位置地图,20727,280.0元,4,0,数据包,图片,0,2017.03-2018.03,0
jpg,中国住宿业企业从业人数与资产分布图,5,6.9MB,位置地图,27219,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国国家地质公园分布图,5,9.6MB,位置地图,27151,600.0元,0,0,数据包,图片,0,2017.01-2017.12,0
jpg,中国主要咖啡厅分布图,5,7.9MB,位置地图,26415,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国餐饮业企业从业人数与资产分布图,5,6.5MB,位置地图,22032,600.0元,1,0,数据包,图片,0,2017.01-2017.12,0
jpg,中国五星级酒店分布图,5,9.3MB,位置地图,29710,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国国家重点风景名胜区分布图,5,10.1MB,位置地图,24697,600.0元,0,0,数据包,图片,0,2017.09-2017.11,0
jpg,中国飞机场分布图,5,14.0MB,位置地图,29137,600.0元,0,0,数据包,图片,0,2017.10-2017.12,0
jpg,中国国家5A级旅游景区分布图,5,7.5MB,位置地图,30779,600.0元,0,0,数据包,图片,0,2007.03-2017.12,0
pdf,信息服务广告监测,5,737KB,市场调研,22444,2.0元,0,0,数据报告,文本,0,-,0
pdf,形象宣传广告监测,5,776KB,市场调研,21639,2.0元,0,0,数据报告,文本,0,-,0
pdf,医疗美容服务广告监测,5,627KB,市场调研,22122,2.0元,2,0,数据报告,文本,0,-,0
pdf,医疗服务类广告监测,5,620KB,市场调研,26919,2.0元,0,0,数据报告,文本,0,-,0
pdf,医疗诊疗服务广告监测,5,638KB,市场调研,20507,2.0元,0,0,数据报告,文本,0,-,0
pdf,移动通信服务广告监测,5,747KB,市场调研,26073,2.0元,0,0,数据报告,文本,0,-,0
pdf,2019年中国车市新机遇展望,5,6.0MB,市场调研,30071,5.0元,0,0,数据报告,文本,0,2018.01-2018.11,0
pdf,中国旅行车市场研究报告2018,5,3.9MB,市场调研,23842,5.0元,1,0,数据报告,文本,0,2018.01-2018.09,0
pdf,招商大数据周刊001期,5,2.2MB,产业经济,27107,1.0元,0,0,数据报告,文本,0,2019.04-2019.04,0
sql,指定客户定制专门服务02,5,360KB,位置地图,20696,6500.0元,0,0,数据包,文本,0,2018.10-2018.10,0
.xlsx,金融对话语料10轮_2500轮,5,226KB,智能客服,26061,5000.0元,0,0,数据包,文本,0,2019.01-2019.01,0
.xlsx,金融对话语料10轮_2000轮,5,228KB,智能客服,25382,4000.0元,0,0,数据包,文本,0,2019.12-2019.12,0
shp,中国生态地理动物群区划矢量数据,5,10.1MB,位置地图,24283,1800.0元,1,0,数据包,文本,0,2015.09-2016.04,0
JPG,2015年全国工业固体废弃物产生量分布图,5,7.9MB,位置地图,28259,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
shp,江苏省省地市县三级行政区划界线,5,820KB,位置地图,24423,1940.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,陕西省省地市县三级行政区划界线,5,831KB,位置地图,24738,2140.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,辽宁省省地市县三级行政区划界线,5,1.5MB,位置地图,24336,2060.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,江西省省地市县三级行政区划界线,5,661KB,位置地图,23594,2000.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,海南省省地市县三级行政区划界线,5,427KB,位置地图,31093,560.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,内蒙古自治区省地市县三级行政区划界线,5,3.0MB,位置地图,28216,2100.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,宁夏回族自治区省地市县三级行政区划界线,5,324KB,位置地图,26105,440.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,贵州省省地市县三级行政区划界线,5,1.1MB,位置地图,29591,1740.0元,2,0,数据包,文本,0,2015.01-2016.12,0
shp,湖北省省地市县三级行政区划界线,5,1.4MB,位置地图,21214,2060.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,北京市市级和区县级行政区划界线,5,116KB,位置地图,25806,320.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,安徽省省地市县三级行政区划界线,5,884KB,位置地图,20805,2100.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,重庆市市级和区县级行政区划界线,5,576KB,位置地图,21725,760.0元,0,0,数据包,文本,0,2015.02-2016.11,0
shp,福建省省地市县三级行政区划界线,5,1.8MB,位置地图,24642,1700.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,西藏自治区省地市县三级行政区划界线,5,1.6MB,位置地图,29178,1480.0元,0,0,数据包,文本,0,2015.04-2016.11,0
shp,上海市市级和区县级行政区划界线,5,91KB,位置地图,22076,320.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,新疆维吾尔族自治区三级行政区划界线,5,2.4MB,位置地图,22523,2100.0元,0,0,数据包,文本,0,2015.02-2016.11,0
shp,广西壮族自治区省地市县三级行政区划界线,5,2.0MB,位置地图,22553,2200.0元,0,0,数据包,文本,0,2015.01-2016.12,0
shp,浙江省省地市县三级行政区划界线,5,1.9MB,位置地图,22038,1780.0元,0,0,数据包,文本,0,2015.02-2016.11,0
jpg,中国药用资源区划分布图,5,2.8MB,位置地图,23624,600.0元,0,0,数据包,图片,0,2015.09-2016.04,0
JPG,2015年全国企业法人单位注册类型分布图,5,8.0MB,位置地图,27188,200.0元,0,0,数据包,文本,0,2016.10-2016.10,0
JPG,2015年全国企业法人单位控股情况分布图,5,8.2MB,位置地图,23974,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
jpg,中国动物地理区划分布图,5,3.0MB,位置地图,24125,400.0元,0,0,数据包,图片,0,2015.10-2016.09,0
JPG,2015年全国造林面积分布图,5,6.4MB,位置地图,25164,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年中国分机构类型法人单位数分布图,5,6.9MB,位置地图,30288,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国废水排放量分布图,5,6.7MB,环境质量,27916,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国森林火灾情况分布图,5,8.2MB,自然灾害,28871,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国耕地面积分布图,5,7.4MB,位置地图,24930,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国地质灾害防治投资分布图,5,5.6MB,自然灾害,25109,200.0元,0,0,数据包,图片,0,2016.10-2017.10,0
JPG,2015年全国非金属矿产资源分布图,5,4.0MB,位置地图,26837,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国自然保护区基本情况分布图,5,6.5MB,位置地图,31180,200.0元,1,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国工业污染治理投资完成分布图,5,7.5MB,环境质量,30365,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国降雨量分布图,5,6.3MB,天气查询,23554,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2014年全国草原面积分布图,5,7.1MB,位置地图,24009,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国林木蓄积量情况分布图,5,9.1MB,位置地图,29471,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国受灾森林面积及损失分布图,5,8.1MB,自然灾害,24858,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国林业“四害”面积分布图,5,6.9MB,位置地图,29521,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,2015年全国建设用地面积分布图,5,5.6MB,位置地图,28095,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,全国渔业资源分布图,5,9.2MB,位置地图,25791,200.0元,0,0,数据包,图片,0,2016.11-2017.11,0
shp,全国乡镇街道行政区划-河南省兰考县,5,208KB,位置地图,29121,1000.0元,0,0,数据包,文本,0,2016.01-2016.12,0
JPG,全国糖料作物产区分布图,5,6.5MB,位置地图,26556,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
shp,全国乡镇街道行政区划-河南省中牟县,5,260KB,位置地图,26094,950.0元,0,0,数据包,文本,0,2016.01-2016.12,0
shp,全国乡镇街道行政区划-河南省漯河市,5,291KB,位置地图,24789,2600.0元,0,0,数据包,文本,0,2016.01-2016.12,0
shp,全国乡镇街道行政区划-河南省郑州市金水区,5,30KB,位置地图,24857,1000.0元,0,0,数据包,文本,0,2016.01-2016.12,0
shp,全国乡镇街道行政区划-河南省三门峡市,5,2.3MB,位置地图,26437,3950.0元,0,0,数据包,文本,0,2016.01-2016.12,0
shp,全国乡镇街道行政区划-河南省郑州市中原区,5,50KB,位置地图,27358,700.0元,0,0,数据包,文本,0,2016.01-2016.12,0
JPG,全国水稻产区分布图,5,6.9MB,位置地图,27080,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
JPG,全国油料作物产区分布图,5,6.4MB,位置地图,24718,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
JPG,2015年全国水库建设分布图,5,6.4MB,位置地图,23748,200.0元,0,0,数据包,文本,0,2016.10-2017.10,0
JPG,15至17年9月全国五级以上地震分布图,5,5.3MB,自然灾害,25695,200.0元,0,0,数据包,图片,0,2016.10-2016.10,0
JPG,全国小麦产区分布图,5,6.7MB,位置地图,28239,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
JPG,2015年全国畜产品产量分布图,5,7.1MB,位置地图,28768,200.0元,0,0,数据包,图片,0,2016.11-2017.11,0
JPG,2015年全国耕地灌溉面积及施肥量分布图,5,6.7MB,位置地图,27729,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
JPG,2015年全国木材产量分布图,5,9.9MB,位置地图,29971,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
jpg,全国寒温带分布高清图,5,3.2MB,位置地图,25798,400.0元,0,0,数据包,图片,0,2015.09-2016.07,0
jpg,全国2014年月平均降水量图,5,3.7MB,位置地图,20797,600.0元,0,0,数据包,图片,0,2015.03-2016.01,0
jpg,中国泥石流分布图,5,3.7MB,位置地图,29148,400.0元,0,0,数据包,图片,0,2015.08-2016.07,0
jpg,季风非季风气候,5,1.8MB,位置地图,22745,200.0元,0,0,数据包,图片,0,2015.09-2016.04,0
jpg,中国农业自然灾害区划分布图,5,5.0MB,位置地图,20937,600.0元,0,0,数据包,图片,0,2015.09-2016.06,0
jpg,中国重要生态功能类型区分布图,5,6.7MB,位置地图,26365,400.0元,0,0,数据包,图片,0,2015.06-2016.03,0
jpg,中国旱灾危险性分布图,5,3.7MB,位置地图,23706,200.0元,0,0,数据包,图片,0,2015.09-2016.07,0
jpg,中国自然资源区划分布图,5,3.8MB,位置地图,27369,400.0元,0,0,数据包,图片,0,2015.09-2016.05,0
jpg,缺水城市分布图,5,4.9MB,位置地图,29509,200.0元,0,0,数据包,图片,0,2015.08-2016.06,0
jpg,中国水平气候类型高清图,5,2.0MB,位置地图,25577,600.0元,0,0,数据包,图片,0,2015.04-2016.06,0
jpg,重点城市道路噪声监测点分布图,5,2.0MB,位置地图,29572,200.0元,0,0,数据包,图片,0,2015.04-2016.03,0
jpg,中国主要粮食作物-小麦的分布图,5,4.0MB,位置地图,28182,400.0元,0,0,数据包,图片,0,2015.09-2016.04,0
jpg,玉米优势区域布局示意图,5,4.3MB,位置地图,24305,400.0元,0,0,数据包,图片,0,2015.10-2016.05,0
jpg,中国消失湖泊空间分布高清图,5,3.9MB,位置地图,20631,200.0元,0,0,数据包,图片,0,2015.10-2016.09,0
jpg,中国太阳能资源与利用区划分布图,5,2.3MB,位置地图,24511,400.0元,0,0,数据包,图片,0,2015.03-2016.04,0
jpg,中国径流带分布图,5,2.4MB,位置地图,26970,400.0元,0,0,数据包,图片,0,2015.10-2016.07,0
jpg,中国地貌二级区划界线分布图,5,5.0MB,位置地图,27805,400.0元,0,0,数据包,图片,0,2015.09-2016.05,0
jpg,中国畜牧业区划图,5,3.9MB,位置地图,27084,400.0元,0,0,数据包,图片,0,2015.08-2016.07,0
jpg,中国地貌一级区划界线分布图,5,4.0MB,位置地图,25887,400.0元,0,0,数据包,图片,0,2015.11-2016.08,0
jpg,大豆优势区域布局示意图,5,4.1MB,位置地图,24279,200.0元,0,0,数据包,图片,0,2015.04-2016.08,0
jpg,中国城市自然灾害区划,5,4.2MB,位置地图,26899,200.0元,0,0,数据包,图片,0,2016.06-2016.08,0
jpg,中国东部台风灾害分布图,5,4.5MB,位置地图,22070,600.0元,0,0,数据包,图片,0,2015.09-2016.04,0
jpg,2010年全国重要保护区分布图,5,4.6MB,位置地图,26446,600.0元,0,0,数据包,图片,0,2015.09-2016.04,0
jpg,中国水资源分布图,5,3.1MB,位置地图,21761,600.0元,0,0,数据包,图片,0,2015.08-2016.04,0
jpg,中国地形超清图,5,5.8MB,位置地图,22264,200.0元,0,0,数据包,文本,0,2015.05-2016.11,0
jpg,风能资源与利用区划分布(高清),5,2.4MB,位置地图,23905,400.0元,0,0,数据包,图片,0,2015.04-2016.08,0
jpg,中国饲料区划图,5,3.3MB,位置地图,21498,400.0元,0,0,数据包,图片,0,2015.05-2016.06,0
jpg,中国主要大煤炭矿高清图,5,3.6MB,位置地图,30166,400.0元,0,0,数据包,图片,0,2015.10-2016.05,0
jpg,中国滑坡、泥石流分布图,5,3.7MB,自然灾害,28037,400.0元,0,0,数据包,图片,0,2015.04-2016.01,0
jpg,中国水灾度分区分布图,5,4.0MB,位置地图,22759,400.0元,0,0,数据包,图片,0,2015.09-2016.04,0
JPG,全国玉米种植区域分布图,5,6.4MB,位置地图,27496,200.0元,0,0,数据包,文本,0,2016.10-2017.10,0
jpg,中国生态地理动物群区划分布图,5,2.3MB,位置地图,21354,600.0元,0,0,数据包,图片,0,2015.09-2016.04,0
jpg,中国气候带分布图,5,3.9MB,位置地图,27239,400.0元,0,0,数据包,图片,0,2015.10-2016.05,0
shape,甘肃省地市级行政区划界线,5,446KB,位置地图,27207,140.0元,0,0,数据包,文本,0,2017.12-2017.12,0
shape,河北省地市级行政区划界线,5,245KB,位置地图,24652,110.0元,0,0,数据包,文本,0,2017.12-2017.12,0
shape,贵州省地市级行政区划界线,5,294KB,位置地图,23011,90.0元,0,0,数据包,文本,0,2017.12-2017.12,0
shape,海南省地市级行政区划界线,5,112KB,位置地图,27433,180.0元,0,0,数据包,文本,0,2017.12-2017.12,0
shape,湖北省地市级行政区划界线,5,383KB,位置地图,27283,170.0元,0,0,数据包,文本,0,2017.12-2017.12,0
